

=== update_days = 60 ===

-- entry=0.1, exit=0.1 --
        mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.076058  0.186308  0.408241  0.481108  0.176193    510.804231  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.179382  0.228359  0.785524  0.520548  0.203055    443.229645  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.527812  0.362119  1.457567  0.558904  0.269412    334.060400  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.204881  0.184477  1.110603  0.542466  0.208116    432.451093  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.180126  0.123746  1.455605  0.489899  0.202797    443.793595  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.381738  0.169114  2.257278  0.522727  0.198481    453.443109  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.047528  0.152806 -0.311031  0.528767  0.191830    469.165244  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.015401  0.104234  0.147751  0.516393  0.163986    548.826109  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.7, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.119715  0.207543  0.576820  0.463476  0.167110    538.567423  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.200793  0.257442  0.779953  0.542466  0.188460    477.554037  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.559160  0.401427  1.392931  0.531507  0.268879    334.722861  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.232924  0.218710  1.064992  0.520548  0.194833    461.934424  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.327408  0.134696  2.430727  0.532828  0.186974    481.349506  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.466846  0.196366  2.377421  0.515152  0.185672    484.725203  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.054832  0.166919 -0.328497  0.528767  0.185240    485.855645  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.010744  0.105942  0.101416  0.510929  0.157672    570.806385  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.7, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645    733.824314  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.265511  0.270390  0.981957  0.550685  0.146324    615.075258  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.466789  0.412551  1.131470  0.534247  0.242681    370.856781  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.299652  0.240531  1.245795  0.517808  0.153850    584.984475  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364552  0.135121  2.697966  0.547980  0.140103    642.383545  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.550574  0.214990  2.560924  0.520202  0.135620    663.617061  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.028691  0.181332 -0.158222  0.531507  0.134761    667.849798  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.016056  0.110452  0.145365  0.510929  0.112739    798.302945  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=0.7, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021    642.760490  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.332823  0.311574  1.068198  0.534247  0.170847    526.788215  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.570282  0.540478  1.055145  0.547945  0.275184    327.054051  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.354000  0.288256  1.228077  0.536986  0.189047    476.072486  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364911  0.157243  2.320674  0.540404  0.163831    549.347896  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.682503  0.239854  2.845495  0.530303  0.173029    520.144162  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.081683  0.202396 -0.403579  0.526027  0.171409    525.060481  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.006600  0.124173  0.053148  0.510929  0.143273    628.171415  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.156629  0.193038  0.811390  0.465995  0.191806    469.225009  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.206313  0.233657  0.882974  0.520548  0.236565    380.445353  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.542686  0.348084  1.559067  0.561644  0.267710    336.184964  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.220737  0.181087  1.218951  0.526027  0.234784    383.331227  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.041415  0.137254  0.301738  0.484848  0.215735    417.178562  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.414392  0.169016  2.451798  0.507576  0.211870    424.789675  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.205389  0.141764 -1.448813  0.487671  0.198329    453.792145  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.006974  0.103559  0.067341  0.513661  0.195799    459.655906  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.142365  0.199772  0.712638  0.468514  0.195354    460.701330  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.217867  0.241518  0.902073  0.509589  0.247082    364.251370  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.629169  0.380604  1.653081  0.558904  0.286719    313.896343  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.197298  0.192095  1.027085  0.501370  0.246992    364.383571  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.066875  0.137004  0.488122  0.472222  0.229513    392.134602  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.426175  0.174959  2.435858  0.507576  0.231241    389.204255  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.204786  0.149609 -1.368811  0.482192  0.219741    409.573818  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.016773  0.112711 -0.148814  0.486339  0.201750    446.096428  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.257299  0.227306  1.131949  0.473552  0.198273    453.920702  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.178559  0.264589  0.674856  0.531507  0.238961    376.630882  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.770043  0.414647  1.857106  0.536986  0.303509    296.531237  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.210623  0.235470  0.894478  0.517808  0.240566    374.117525  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.252689  0.151883  1.663708  0.535354  0.224382    401.101874  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.480003  0.196750  2.439656  0.497475  0.232770    386.647815  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.199917  0.168819 -1.184215  0.473973  0.222391    404.692153  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.037431  0.111521 -0.335642  0.516393  0.200547    448.773023  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.201108  0.237189  0.847881  0.478589  0.195752    459.765991  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.217137  0.291936  0.743781  0.528767  0.222416    404.647465  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.614540  0.431145  1.425368  0.526027  0.329231    273.364460  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.305615  0.255975  1.193928  0.531507  0.238371    377.562145  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.328072  0.155383  2.111372  0.535354  0.213539    421.468514  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.541290  0.214840  2.519507  0.494949  0.220121    408.865939  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.183194  0.185340 -0.988420  0.501370  0.218097    412.660655  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7 -0.023794  0.116056 -0.205019  0.510929  0.196141    458.852917  2021-06-14 2023-06-13 2023-06-14 2024-06-13

-- entry=1, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021    642.760490  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.332823  0.311574  1.068198  0.534247  0.170847    526.788215  2018-06-30 2020-06-29 2020-06-30 2021-06-29
2  0.570282  0.540478  1.055145  0.547945  0.275184    327.054051  2018-12-27 2020-12-26 2020-12-27 2021-12-26
3  0.354000  0.288256  1.228077  0.536986  0.189047    476.072486  2019-06-25 2021-06-24 2021-06-25 2022-06-24
4  0.364911  0.157243  2.320674  0.540404  0.163831    549.347896  2019-12-22 2021-12-21 2021-12-22 2022-12-21
5  0.682503  0.239854  2.845495  0.530303  0.173029    520.144162  2020-06-19 2022-06-18 2022-06-19 2023-06-18
6 -0.081683  0.202396 -0.403579  0.526027  0.171409    525.060481  2020-12-16 2022-12-15 2022-12-16 2023-12-15
7  0.006600  0.124173  0.053148  0.510929  0.143273    628.171415  2021-06-14 2023-06-13 2023-06-14 2024-06-13


=== update_days = 365 ===

-- entry=0.1, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.028487  0.170152  0.167423  0.476071  0.091991   1978.455993  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.500687  0.334002  1.499052  0.520548  0.159483   1141.185214  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.206788  0.126820  1.630558  0.515152  0.100841   1804.814960  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.012300  0.138298 -0.088940  0.526027  0.091713   1984.454427  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.1, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.047311  0.177073  0.267186  0.468514  0.093883   1938.581316  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.491311  0.348467  1.409923  0.515068  0.169286   1075.105555  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.212160  0.129563  1.637504  0.500000  0.109610   1660.424995  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.041381  0.142049 -0.291315  0.526027  0.100777   1805.969604  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.1, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767   1643.084405  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.580723  0.374021  1.552647  0.536986  0.199264    913.359270  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.257236  0.137968  1.864468  0.522727  0.128505   1416.288595  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.113245  0.153917 -0.735750  0.520548  0.117777   1545.292510  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.1, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645   1483.955835  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.502459  0.395447  1.270610  0.534247  0.240129    757.927431  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.339483  0.143612  2.363893  0.512626  0.140052   1299.514895  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.095602  0.174505 -0.547848  0.523288  0.129124   1409.499701  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.1, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021   1299.804546  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.487847  0.487897  0.999897  0.528767  0.270952    671.705448  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.368118  0.160640  2.291568  0.535354  0.163070   1116.086697  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.168497  0.201007 -0.838264  0.509589  0.165224   1101.532513  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.2, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.069763  0.174740  0.399241  0.471033  0.122596   1484.545917  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.332913  0.331987  1.002791  0.512329  0.191756    949.124649  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.168137  0.127903  1.314565  0.510101  0.136235   1335.926087  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.026627  0.137356 -0.193853  0.534247  0.124007   1467.658321  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.2, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.047311  0.177073  0.267186  0.468514  0.093883   1938.581316  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.491311  0.348467  1.409923  0.515068  0.169286   1075.105555  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.212160  0.129563  1.637504  0.500000  0.109610   1660.424995  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.041381  0.142049 -0.291315  0.526027  0.100777   1805.969604  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.2, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767   1643.084405  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.580723  0.374021  1.552647  0.536986  0.199264    913.359270  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.257236  0.137968  1.864468  0.522727  0.128505   1416.288595  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.113245  0.153917 -0.735750  0.520548  0.117777   1545.292510  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.2, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645   1483.955835  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.502459  0.395447  1.270610  0.534247  0.240129    757.927431  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.339483  0.143612  2.363893  0.512626  0.140052   1299.514895  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.095602  0.174505 -0.547848  0.523288  0.129124   1409.499701  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.2, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021   1299.804546  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.487847  0.487897  0.999897  0.528767  0.270952    671.705448  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.368118  0.160640  2.291568  0.535354  0.163070   1116.086697  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.168497  0.201007 -0.838264  0.509589  0.165224   1101.532513  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.5, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.059269  0.181105  0.327263  0.476071  0.157025   1159.051951  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.483561  0.326995  1.478804  0.528767  0.236982    767.991751  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.105577  0.125402  0.841906  0.500000  0.178830   1017.723757  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.085656  0.143760 -0.595823  0.509589  0.156973   1159.434771  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.5, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.023179  0.184199  0.125836  0.471033  0.160253   1135.706300  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.628399  0.346216  1.815048  0.542466  0.246167    739.335313  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.149963  0.125345  1.196401  0.477273  0.187729    969.482560  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.134957  0.149080 -0.905269  0.501370  0.168653   1079.140987  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.5, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767   1643.084405  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.580723  0.374021  1.552647  0.536986  0.199264    913.359270  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.257236  0.137968  1.864468  0.522727  0.128505   1416.288595  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.113245  0.153917 -0.735750  0.520548  0.117777   1545.292510  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.5, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645   1483.955835  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.502459  0.395447  1.270610  0.534247  0.240129    757.927431  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.339483  0.143612  2.363893  0.512626  0.140052   1299.514895  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.095602  0.174505 -0.547848  0.523288  0.129124   1409.499701  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.5, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021   1299.804546  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.487847  0.487897  0.999897  0.528767  0.270952    671.705448  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.368118  0.160640  2.291568  0.535354  0.163070   1116.086697  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.168497  0.201007 -0.838264  0.509589  0.165224   1101.532513  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.7, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.131257  0.182397  0.719624  0.481108  0.172528   1054.901388  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.478612  0.327325  1.462194  0.567123  0.252683    720.269972  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.128435  0.134642  0.953899  0.502525  0.193344    941.328964  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.060098  0.143728 -0.418141  0.526027  0.167482   1086.685591  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.7, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.076058  0.186308  0.408241  0.481108  0.176193   1032.959667  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.575838  0.348317  1.653200  0.569863  0.268715    677.296268  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.144250  0.128799  1.119967  0.484848  0.205316    886.436821  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.096518  0.149870 -0.644010  0.515068  0.185495    981.157040  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.7, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.119715  0.207543  0.576820  0.463476  0.167110   1089.103011  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.564715  0.375989  1.501947  0.542466  0.267352    680.749773  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.299460  0.140811  2.126675  0.507576  0.189086    962.525469  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.098195  0.159421 -0.615949  0.526027  0.177941   1022.808646  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.7, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645   1483.955835  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.502459  0.395447  1.270610  0.534247  0.240129    757.927431  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.339483  0.143612  2.363893  0.512626  0.140052   1299.514895  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.095602  0.174505 -0.547848  0.523288  0.129124   1409.499701  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=0.7, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021   1299.804546  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.487847  0.487897  0.999897  0.528767  0.270952    671.705448  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.368118  0.160640  2.291568  0.535354  0.163070   1116.086697  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.168497  0.201007 -0.838264  0.509589  0.165224   1101.532513  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=1, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.156629  0.193038  0.811390  0.465995  0.191806    948.877241  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.546143  0.327127  1.669511  0.553425  0.262255    693.982143  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.070070  0.140873  0.497398  0.487374  0.215862    843.130386  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.190147  0.143543 -1.324677  0.512329  0.194555    935.469349  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=1, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.142365  0.199772  0.712638  0.468514  0.195354    931.640467  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.628270  0.354865  1.770447  0.556164  0.286502    635.249725  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.094544  0.138736  0.681471  0.462121  0.231168    787.306367  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.211955  0.151256 -1.401296  0.493151  0.213679    851.745660  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=1, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.257299  0.227306  1.131949  0.473552  0.198273    917.928532  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.668707  0.381706  1.751887  0.534247  0.302268    602.114155  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.195029  0.149419  1.305250  0.507576  0.225824    805.936999  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.226611  0.172438 -1.314155  0.468493  0.213852    851.056496  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=1, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.201108  0.237189  0.847881  0.478589  0.195752    929.749003  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.525744  0.397947  1.321140  0.526027  0.322497    564.346187  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.259996  0.155789  1.668895  0.517677  0.211521    860.434449  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.224261  0.187563 -1.195657  0.493151  0.210054    866.443853  2020-12-31 2022-12-30 2022-12-31 2023-12-30

-- entry=1, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021   1299.804546  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.487847  0.487897  0.999897  0.528767  0.270952    671.705448  2019-01-01 2020-12-31 2021-01-01 2021-12-31
2  0.368118  0.160640  2.291568  0.535354  0.163070   1116.086697  2020-01-01 2021-12-31 2022-01-01 2022-12-31
3 -0.168497  0.201007 -0.838264  0.509589  0.165224   1101.532513  2020-12-31 2022-12-30 2022-12-31 2023-12-30


=== update_days = 730 ===

-- entry=0.1, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.028487  0.170152  0.167423  0.476071  0.091991   3967.782623  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.206788  0.126820  1.630558  0.515152  0.100841   3619.546486  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.1, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.047311  0.177073  0.267186  0.468514  0.093883   3887.814177  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.212160  0.129563  1.637504  0.500000  0.109610   3329.973205  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.1, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767   3295.196746  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.257236  0.137968  1.864468  0.522727  0.128505   2840.358996  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.1, exit=0.7 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.061397  0.211455  0.290356  0.465995  0.122645   2976.065273  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.339483  0.143612  2.363893  0.512626  0.140052   2606.169981  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.1, exit=1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.178677  0.252239  0.708365  0.463476  0.140021   2606.750876  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.368118  0.160640  2.291568  0.535354  0.163070   2238.305738  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.2, exit=0.1 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.069763  0.174740  0.399241  0.471033  0.122596   2977.248680  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.168137  0.127903  1.314565  0.510101  0.136235   2679.192427  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.2, exit=0.2 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.047311  0.177073  0.267186  0.468514  0.093883   3887.814177  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.212160  0.129563  1.637504  0.500000  0.109610   3329.973205  2020-01-01 2021-12-31 2022-01-01 2022-12-31

-- entry=0.2, exit=0.5 --
       mean       vol    sharpe  hit_rate  turnover  Holding Time train_start  train_end test_start   test_end
0  0.051614  0.195810  0.263594  0.443325  0.110767   3295.196746  2018-01-01 2019-12-31 2020-01-01 2020-12-31
1  0.257236  0.137968  1.864468  0.522727  0.128505   2840.358996  2020-01-01 2021-12-31 2022-01-01 2022-12-31

